,kyhmyjoutsen,laulujoutsen,sinisorsa,tukkasotka,alli,telkkä,tukkakoskelo,isokoskelo,merimetso,harmaahaikara,merikotka,varpushaukka,hiirihaukka,muuttohaukka,kalalokki,harmaalokki,merilokki,käpytikka,tilhi,mustarastas,räkättirastas,sinitiainen,talitiainen,viherpeippo,vihervarpunen,urpiainen,tavi,lapasotka,piekana,punarinta,harakka,varis,punatulkku,kanadanhanhi,kanahaukka,korppi,vesilintu,nokikana,naurulokki,haahka,pikkutikka,isokäpylintu,uivelo,kesykyyhky,hippiäinen,hömötiainen,puukiipijä,kuikkalaji,pilkkasiipi,töyhtötiainen,naakka,tikli,sarvipöllö,lehtopöllö,joutsenlaji,punasotka,peippo,töyhtöhyyppä,uuttukyyhky,kiuru,mustavaris,kottarainen,merihanhi,sepelkyyhky,pulmunen,keltasirkku,kulorastas,kaakkuri,silkkiuikku,västäräkki,hanhilaji,ristisorsa,kurki,tylli,sarvipöllölaji,niittykirvinen,laulurastas,punakylkirastas,lapinsirkku,pajusirkku,kapustarinta,lehtokurppa,rautiainen,järripeippo,haapana,mustalintu,tuulihaukka,peukaloinen,viiksitimali,isolepinkäinen,punajalkaviklo,metsähanhi,tundrahanhi,harmaahanhilaji,valkoposkihanhi,kyhmyhaahka,meriharakka,riskilä,kangaskiuru,pikkukäpylintu,selkälokki,luotokirvinen,hemppo,tunturikiuru,jouhisorsa,iso päiväpetolintu,kuovi,pikkuvarpunen,pikkukäpylintu / isokäpylintu,hiirihaukkalaji,iso rastas,nokkavarpunen,harmaasorsa,kuikka,sääksi,metsäviklo,taivaanvuohi,lapasorsa,ruskosuohaukka,suopöllö,mustaleppälintu,ampuhaukka,rastaslaji (Turdus),tiltaltti,kuusitiainen,sinisuohaukka,kivitasku,pieni jalohaukka,kuovilaji,merikihu,räyskä,pikkujoutsen,härkälintu,pikkukuovi,kyyhkylaji (Columba),metsäkirvinen,varpunen,teeri,mustakurkku-uikku,punakuiri,kalatiira,kalatiira / lapintiira,uunilintulaji,pieni kahlaaja,ruokki,ruokki / kiislalaji,iso kahlaaja,lapintiira,pikkulintu,valkoviklo,pohjansirkku,tukkakoskelo / isokoskelo,nuolihaukka,pikkutylli,silkkiuikku / härkälintu,rantasipi,sorsalaji,tukkasotka / lapasotka,pikkulokki,turkinkyyhky,käenpiika,haarapääsky,pajulintu,avosetti,liro,hernekerttu,mustapääkerttu,kirjosieppo,korppi / varis / mustavaris,heinätavi,karikukko,leppälintu,sepelrastas,pikkukajava,jänkäkurppa,pääsky,keltavästäräkki,satakieli,pensastasku,sirittäjä,peltosirkku,suosirri,mustaviklo,räystäspääsky,pikkusieppo,pensaskerttu,suokukko,lapinsirri,keskikokoinen kahlaaja,leveäpyrstökihu,käki,tervapääsky,törmäpääsky,harmaasieppo,sinirinta,ruokokerttunen,pikkulepinkäinen,allihaahka,rytikerttunen,punavarpunen,pensassirkkalintu,mehiläishaukka,sitruunavästäräkki,lehtokerttu,idänuunilintu,pussitiainen,kultarinta,keltahemppo,palokärki,luhtakerttunen,sepelhanhi,mehiläishaukka / hiirihaukkalaji,rastaskerttunen,jalohaikara,tundrakurmitsa,kahlaaja,vesipääsky,isosirri,amerikanjääkuikka / jääkuikka,jänkäsirriäinen,viitakerttunen,kirjokerttu,punajalkahaukka,kehrääjä,kirjosiipikäpylintu,pieni vesilintu,riuttatiira,kuovisirri,harmaapäätikka,iso vesilintu,mustapyrstökuiri,pikkusirri,kurmitsalaji,heinäkurppa,luhtakana,pähkinähakki,haarahaukka,arosuohaukka / niittysuohaukka,lapinkirvinen,närhi,sinisuohaukka / arosuohaukka / niittysuohaukka,arokotka,arosuohaukka,pulmussirri,tunturikihu,pohjansirkku / pikkusirkku / kultasirkku,kihulaji,valkoselkätikka,taigauunilintu,pieni rastas,pähkinänakkeli,pohjantikka,pyrstötiainen,helmipöllö,maakotka,hippiäisuunilintu,pieni päiväpetolintu,tilhi / kottarainen,turturikyyhky,varpuspöllö,keskikokoinen tikka,koskikara,taviokuurna,taigakirvinen,vuorihemppo,lyhytvarvaskiuru,tundraurpiainen,fasaani,amerikanjääkuikka,mustatiira,jääkuikka,nummikirvinen,mehiläissyöjä,keräkurmitsa,sepelsieppo,kuhankeittäjä,kiljukotka,kiljukotka / pikkukiljukotka,pikkutiira,viitasirkkalintu,nokivaris,pikkukultarinta,virtavästäräkki,kiljukotka / pikkukiljukotka / arokotka,etelänkiisla,viitakerttunen / luhtakerttunen / rytikerttunen,vuoriuunilintu,jalohaukkalaji,lyhytnokkahanhi,tiaislaji,iso jalohaukka,huuhkaja,isokirvinen,peippolaji,isovesipääsky,ruskouunilintu,harmaasirkku,pikku-uikku,isolokki,lokkilaji,metso,kattohaikara,ruisrääkkä,amerikantukkasotka,kyhmypilkkasiipi,liejukana,kaulushaikara,hiiripöllö,mustakaularastas,pikkusirkku,selkälokki / harmaalokki / isolokki / merilokki,merisirri,harjalintu,mustapäätasku,luhtahuitti,lumihanhi,punakaulahanhi,lampiviklo,rantakurvi,sirrilaji,tunturihaukka,haarapääsky X räystäspääsky,punakottarainen,viirupöllö,mustalintulaji,rusorintakerttu,isohaarahaukka,lapintiainen,kuningaskalastaja,västäräkkilaji,tyllilaji,viitatiainen,taigarautiainen,lapinpöllö,kashmirinuunilintu,aroharmaalokki,kirvislaji,ruostesorsa,mustahaikara,varpushaukkalaji,sinipyrstö,iso pikkulintu,kääpiökerttu,punapäänarsku,vesilintu / kahlaaja,tulipäähippiäinen,varislaji,niittysuohaukka,palsasirri,keskikokoinen pikkulintu
2010-01-21,0,0,0,0,0,0,,0,,,0,,0,,0,0,0,,,,48,0,0,0,0,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,0,0,0,,,0,,0,,,0,,,,0,0,0,,,,0,0,0,0,0,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-23,0,0,0,,0,0,0,0,,,0,,,0,0,0,0,,,,0,0,0,0,0,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-24,0,0,0,,0,,,0,0,,0,,,0,0,0,0,0,1,,4,0,0,0,0,,,,,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,,11,0,24,0,0,0,5,,,,,,0,0,7,,0,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,0,,0,,0,0,,0,,,0,0,,,,0,0,,15,,14,0,0,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,0,,0,,0,,,0,,,0,,,,,,0,0,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,,1,,,,0,,,,,0,0,,0,,,,0,,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-30,0,1,,,,,,,,,0,,,0,,,0,0,0,,0,0,0,0,0,,,,,,0,0,,,,0,,,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,,,0,,,,0,,0,0,,,0,0,0,0,0,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,0,8,0,0,,36,,0,0,,0,0,0,,0,0,0,,3,0,85,0,0,0,6,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-02,,,0,,,,,,,,0,,,0,,,0,,,,0,0,0,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,,,,,,,,,,,0,,,,,,,,,,,0,0,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-04,14,4,54,64,5,178,12,45,337,7,0,2,,,11,0,0,,,7,1059,9,6,5,2,0,0,,,0,,0,1,16,,0,,,60,3253,0,,8,,0,,,,,,78,2,,,,,306,88,2,60,2,162,11,244,1,28,18,,,7,,0,241,2,,8,30,867,,7,,,5,0,0,,,0,,,,1,,,5,,4,,,,,,3,,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05,0,1,0,39,11,10,42,2,41,0,0,,,,0,0,0,,,0,6,0,0,0,65,2,0,12,,0,,0,,,,0,,,0,1642,,,,,,,,25,281,,20,0,,,,,171,,0,5,2,9,0,26,,3,3,16,1,9,,2,,0,,6,7,16,,2,,,2,,5,194,,0,,,0,,,,30,,0,,,,4,,,,,,,,,,,2,5,31,,,,2,,,,,,0,,,2,,,2,,,1,3,,12,,,,,0,0,,,,,,0,,0,,,,0,,1,,,2,,0,1,0,,1,0,0,5,,,0,0,,,,,,,0,,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-06,0,,31,29,0,152,5,65,10,0,,,,,4,0,0,,,0,0,0,0,0,0,0,0,,,,,0,,,,0,,,45,270,,,,,,,,20,8,,40,0,,,,,4,,,,,3,0,4,,,,11,,0,,,1,0,,0,0,,,,,,,,1,,,,,,0,,,,8,,0,0,,,0,,,,,,,,,,,,,30,,,,0,,,,,,0,,,0,,,0,0,,,,,,,,,25,0,0,,,,,430,0,,,,,,,,0,,,,,0,18,0,,,0,,0,,,1,,,,,,1,0,,,,,,0,,0,,,,,,6,4,2,,0,,,0,0,,,,0,,,0,,,0,,,,,141,,,50,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-07,0,,0,0,,0,0,0,0,,,,,,0,0,0,,,0,0,0,0,0,0,,,,,,,0,,,,0,,,0,0,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,63,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,,,12,,,0,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,,,,0,,,,,,0,,0,,,,,,0,,0,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,0,,0,47,,3,0,0,641,0,0,,,,32,0,0,0,,0,0,0,0,0,12,,0,,,,,0,,,,0,,,30,0,,,,7,,,,,1,0,,,,,,,13,,,,,0,,7,,0,,,,0,,,,5,,0,0,,,,,,,,,,0,,,,0,,,,,,0,,,0,2,,,,,,4,2,,,,,,,,2,,0,,,,,,,,,,,,4,0,,,,,,,,,2,9,0,,,,,,,,7,,,,,,0,,,,,,0,,,28,0,0,0,,,,,,,,,0,0,0,,,32,,0,,0,0,,,,,6,13,0,,,,,,3,,,,,,,0,,,,,,,,10,,,0,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-09,0,,0,7,,,,0,181,8,0,158,10,,0,0,0,11,,0,,0,0,0,26,,,,,0,,0,,,,0,,,0,0,,,,0,0,0,,7,,,,,,,,,70,,1,,,0,,,,,,,,43,0,,520,0,,0,,,,,,,1,2,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,3,,,1,,0,1,,0,,,,0,,,,,33,,,,,,10,,5,,,,,415,0,,,0,,,0,,,,,,18,0,,,0,0,0,,,,,,,,8,5,,,,,,,0,,,2,,,,2,2,,0,,0,,,,,,9,,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-10,0,2,1,103,890,56,5,7,14,2,1,43,,,108,0,0,2,,4,64,314,110,134,1033,2,1,,,0,3,35,62,,1,1,,,1,0,16,,0,,0,1,2,2,7,4,454,2,,,,,511,1,19,1,,92,,611,,33,242,1,0,30,,,,0,,30,8,2,,8,1,,54,147,153,,,0,,1,,,,,,,,,14,12,,,11,,,,,207,3,,26,2,0,3,,,1,,,,,2,,0,28,,,,,,,,,,,7,9,,,,,,,,,,,,945,1,,,,,,,,,,,,2,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,62,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,41,,,,,,,,,,,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-11,0,,0,0,0,0,,0,0,0,0,3,,,0,0,0,,137,0,22,0,0,15,2,25,,0,,0,1,0,4,,,0,,,0,0,1,,,,0,,0,,,0,36,1,0,,,,18,,,0,,4,,,2,3,0,,,,,,,,,0,0,0,,0,,,,1,,,,,,,,,,,,,,,,8,,,,,,,,11,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,,,,3,0,0,0,,0,,,,,,0,0,,,0,,,,0,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-13,,,,,,,,,,,,,,0,,,,0,,,,0,0,0,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-14,,,,,,,,,,,0,,,,,,,0,41,,0,0,0,0,,,,,,0,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-15,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-16,,,,,,,,,,,0,,,,,,,0,,,0,0,0,,,,,,,0,,0,0,,,0,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-17,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
